file,schema,nifty_option_rows,no_trade_rows,active_rows,true_bad_ohlc,duplicates,error
20150430.csv,legacy,2206,1944,262,0,0,
20150504.csv,legacy,2174,1989,185,0,0,
20150505.csv,legacy,2180,1989,191,0,0,
20150506.csv,legacy,2180,1967,213,0,0,
20150507.csv,legacy,2192,1977,215,0,0,
20150508.csv,legacy,2198,1984,214,0,0,
20150511.csv,legacy,2198,1998,200,0,0,
20150512.csv,legacy,2198,2001,197,0,0,
20150513.csv,legacy,2198,1992,206,0,0,
20150514.csv,legacy,2198,1993,205,0,0,
20150515.csv,legacy,2198,1997,201,0,0,
20150518.csv,legacy,2198,1988,210,0,0,
20150519.csv,legacy,2198,1986,212,0,0,
20150520.csv,legacy,2198,1986,212,0,0,
20150521.csv,legacy,2200,1986,214,0,0,
20150522.csv,legacy,2200,1978,222,0,0,
20150525.csv,legacy,2202,1972,230,0,0,
20150526.csv,legacy,2202,1977,225,0,0,
20150527.csv,legacy,2202,1971,231,0,0,
20150528.csv,legacy,2202,1940,262,0,0,
20150529.csv,legacy,2164,1972,192,0,0,
20150601.csv,legacy,2170,1997,173,0,0,
20150602.csv,legacy,2170,1972,198,0,0,
20150603.csv,legacy,2172,1980,192,0,0,
20150604.csv,legacy,2176,1990,186,0,0,
20150605.csv,legacy,2176,1983,193,0,0,
20150608.csv,legacy,2178,1982,196,0,0,
20150609.csv,legacy,2184,1993,191,0,0,
20150610.csv,legacy,2188,1991,197,0,0,
20150611.csv,legacy,2188,1976,212,0,0,
20150612.csv,legacy,2194,1989,205,0,0,
20150615.csv,legacy,2194,1979,215,0,0,
20150616.csv,legacy,2194,1975,219,0,0,
20150617.csv,legacy,2194,1978,216,0,0,
20150618.csv,legacy,2194,1976,218,0,0,
20150619.csv,legacy,2194,1970,224,0,0,
20150622.csv,legacy,2194,1958,236,0,0,
20150623.csv,legacy,2194,1951,243,0,0,
20150624.csv,legacy,2194,1930,264,0,0,
20150625.csv,legacy,2194,1890,304,0,0,
20150626.csv,legacy,2096,1909,187,0,0,
20150629.csv,legacy,2096,1895,201,0,0,
20150630.csv,legacy,2100,1897,203,0,0,
20150701.csv,legacy,2100,1908,192,0,0,
20150702.csv,legacy,2104,1924,180,0,0,
20150703.csv,legacy,2104,1910,194,0,0,
20150706.csv,legacy,2108,1916,192,0,0,
20150707.csv,legacy,2108,1920,188,0,0,
20150708.csv,legacy,2108,1903,205,0,0,
20150709.csv,legacy,2108,1919,189,0,0,
20150710.csv,legacy,2108,1923,185,0,0,
20150713.csv,legacy,2108,1912,196,0,0,
20150714.csv,legacy,2108,1930,178,0,0,
20150715.csv,legacy,2108,1922,186,0,0,
20150716.csv,legacy,2108,1903,205,0,0,
20150717.csv,legacy,2120,1917,203,0,0,
20150720.csv,legacy,2120,1928,192,0,0,
20150721.csv,legacy,2120,1911,209,0,0,
20150722.csv,legacy,2120,1901,219,0,0,
20150723.csv,legacy,2126,1914,212,0,0,
20150724.csv,legacy,2126,1912,214,0,0,
20150727.csv,legacy,2126,1894,232,0,0,
20150728.csv,legacy,2126,1887,239,0,0,
20150729.csv,legacy,2126,1888,238,0,0,
20150730.csv,legacy,2126,1852,274,0,0,
20150731.csv,legacy,2098,1907,191,0,0,
20150803.csv,legacy,2104,1925,179,0,0,
20150804.csv,legacy,2104,1918,186,0,0,
20150805.csv,legacy,2104,1920,184,0,0,
20150806.csv,legacy,2104,1922,182,0,0,
20150807.csv,legacy,2106,1927,179,0,0,
20150810.csv,legacy,2106,1928,178,0,0,
20150811.csv,legacy,2106,1924,182,0,0,
20150812.csv,legacy,2106,1909,197,0,0,
20150813.csv,legacy,2108,1915,193,0,0,
20150814.csv,legacy,2108,1913,195,0,0,
20150817.csv,legacy,2108,1917,191,0,0,
20150818.csv,legacy,2108,1910,198,0,0,
20150819.csv,legacy,2108,1903,205,0,0,
20150820.csv,legacy,2108,1891,217,0,0,
20150821.csv,legacy,2108,1871,237,0,0,
20150824.csv,legacy,2110,1858,252,0,0,
20150825.csv,legacy,2164,1870,294,0,0,
20150826.csv,legacy,2164,1877,287,0,0,
20150827.csv,legacy,2164,1864,300,0,0,
20150828.csv,legacy,2130,1920,210,0,0,
20150831.csv,legacy,2132,1901,231,0,0,
20150901.csv,legacy,2132,1888,244,0,0,
20150902.csv,legacy,2138,1909,229,0,0,
20150903.csv,legacy,2154,1929,225,0,0,
20150904.csv,legacy,2154,1905,249,0,0,
20150907.csv,legacy,2160,1907,253,0,0,
20150908.csv,legacy,2176,1921,255,0,0,
20150909.csv,legacy,2176,1930,246,0,0,
20150910.csv,legacy,2176,1937,239,0,0,
20150911.csv,legacy,2176,1945,231,0,0,
20150914.csv,legacy,2176,1938,238,0,0,
20150915.csv,legacy,2176,1938,238,0,0,
20150916.csv,legacy,2176,1946,230,0,0,
20150918.csv,legacy,2176,1923,253,0,0,
20150921.csv,legacy,2176,1912,264,0,0,
20150922.csv,legacy,2176,1875,301,0,0,
20150923.csv,legacy,2176,1878,298,0,0,
20150924.csv,legacy,2176,1815,361,0,0,
20150928.csv,legacy,2128,1931,197,0,0,
20150929.csv,legacy,2130,1930,200,0,0,
20150930.csv,legacy,2130,1907,223,0,0,
20151001.csv,legacy,2132,1934,198,0,0,
20151005.csv,legacy,2134,1928,206,0,0,
20151006.csv,legacy,2142,1935,207,0,0,
20151007.csv,legacy,2148,1936,212,0,0,
20151008.csv,legacy,2150,1945,205,0,0,
20151009.csv,legacy,2150,1935,215,0,0,
20151012.csv,legacy,2150,1949,201,0,0,
20151013.csv,legacy,2150,1949,201,0,0,
20151014.csv,legacy,2150,1956,194,0,0,
20151015.csv,legacy,2150,1946,204,0,0,
20151016.csv,legacy,2150,1944,206,0,0,
20151019.csv,legacy,2154,1951,203,0,0,
20151020.csv,legacy,2158,1941,217,0,0,
20151021.csv,legacy,2158,1943,215,0,0,
20151023.csv,legacy,2158,1946,212,0,0,
20151026.csv,legacy,2158,1933,225,0,0,
20151027.csv,legacy,2158,1925,233,0,0,
20151028.csv,legacy,2158,1918,240,0,0,
20151029.csv,legacy,2158,1902,256,0,0,
20151030.csv,legacy,2116,1929,187,0,0,
20151102.csv,legacy,2118,1941,177,0,0,
20151103.csv,legacy,2118,1932,186,0,0,
20151104.csv,legacy,2118,1937,181,0,0,
20151105.csv,legacy,2118,1934,184,0,0,
20151106.csv,legacy,2122,1934,188,0,0,
20151109.csv,legacy,2122,1921,201,0,0,
20151110.csv,legacy,2124,1934,190,0,0,
20151111.csv,legacy,2128,1979,149,0,0,
20151113.csv,legacy,2128,1943,185,0,0,
20151116.csv,legacy,2132,1926,206,0,0,
20151117.csv,legacy,2132,1927,205,0,0,
20151118.csv,legacy,2132,1916,216,0,0,
20151119.csv,legacy,2134,1922,212,0,0,
20151120.csv,legacy,2134,1915,219,0,0,
20151123.csv,legacy,2134,1904,230,0,0,
20151124.csv,legacy,2134,1884,250,0,0,
20151126.csv,legacy,2134,1855,279,0,0,
20151127.csv,legacy,2104,1926,178,0,0,
20151130.csv,legacy,2106,1919,187,0,0,
20151201.csv,legacy,2106,1920,186,0,0,
20151202.csv,legacy,2106,1915,191,0,0,
20151203.csv,legacy,2106,1897,209,0,0,
20151204.csv,legacy,2108,1904,204,0,0,
20151207.csv,legacy,2110,1905,205,0,0,
20151208.csv,legacy,2112,1909,203,0,0,
20151209.csv,legacy,2116,1916,200,0,0,
20151210.csv,legacy,2128,1923,205,0,0,
20151211.csv,legacy,2128,1924,204,0,0,
20151214.csv,legacy,2128,1920,208,0,0,
20151215.csv,legacy,2128,1916,212,0,0,
20151216.csv,legacy,2128,1912,216,0,0,
20151217.csv,legacy,2128,1899,229,0,0,
20151218.csv,legacy,2128,1908,220,0,0,
20151221.csv,legacy,2128,1911,217,0,0,
20151222.csv,legacy,2128,1892,236,0,0,
20151223.csv,legacy,2128,1896,232,0,0,
20151224.csv,legacy,2128,1894,234,0,0,
20151228.csv,legacy,2128,1868,260,0,0,
20151229.csv,legacy,2128,1867,261,0,0,
20151230.csv,legacy,2128,1848,280,0,0,
20151231.csv,legacy,2128,1842,286,0,0,
20160101.csv,legacy,2038,1854,184,0,0,
20160104.csv,legacy,2040,1839,201,0,0,
20160105.csv,legacy,2044,1859,185,0,0,
20160106.csv,legacy,2044,1846,198,0,0,
20160107.csv,legacy,2048,1834,214,0,0,
20160108.csv,legacy,2058,1856,202,0,0,
20160111.csv,legacy,2058,1850,208,0,0,
20160112.csv,legacy,2058,1851,207,0,0,
20160113.csv,legacy,2070,1852,218,0,0,
20160114.csv,legacy,2070,1859,211,0,0,
20160115.csv,legacy,2070,1858,212,0,0,
20160118.csv,legacy,2086,1865,221,0,0,
20160119.csv,legacy,2096,1876,220,0,0,
20160120.csv,legacy,2096,1860,236,0,0,
20160121.csv,legacy,2110,1875,235,0,0,
20160122.csv,legacy,2110,1876,234,0,0,
20160125.csv,legacy,2110,1862,248,0,0,
20160127.csv,legacy,2110,1846,264,0,0,
20160128.csv,legacy,2110,1822,288,0,0,
20160129.csv,legacy,2078,1861,217,0,0,
20160201.csv,legacy,2084,1881,203,0,0,
20160202.csv,legacy,2084,1873,211,0,0,
20160203.csv,legacy,2084,1865,219,0,0,
20160204.csv,legacy,2086,1859,227,0,0,
20160205.csv,legacy,2086,1873,213,0,0,
20160208.csv,legacy,2086,1869,217,0,0,
20160209.csv,legacy,2086,1855,231,0,0,
20160210.csv,legacy,2088,1850,238,0,0,
20160211.csv,legacy,2108,1858,250,0,0,
20160212.csv,legacy,2148,1884,264,0,0,
20160215.csv,legacy,2148,1898,250,0,0,
20160216.csv,legacy,2148,1907,241,0,0,
20160217.csv,legacy,2148,1895,253,0,0,
20160218.csv,legacy,2148,1887,261,0,0,
20160219.csv,legacy,2148,1887,261,0,0,
20160222.csv,legacy,2148,1893,255,0,0,
20160223.csv,legacy,2148,1875,273,0,0,
20160224.csv,legacy,2148,1863,285,0,0,
20160225.csv,legacy,2148,1835,313,0,0,
20160226.csv,legacy,2114,1909,205,0,0,
20160229.csv,legacy,2118,1895,223,0,0,
20160301.csv,legacy,2118,1898,220,0,0,
20160302.csv,legacy,2124,1903,221,0,0,
20160303.csv,legacy,2130,1879,251,0,0,
20160304.csv,legacy,2136,1912,224,0,0,
20160308.csv,legacy,2136,1909,227,0,0,
20160309.csv,legacy,2136,1915,221,0,0,
20160310.csv,legacy,2138,1911,227,0,0,
20160311.csv,legacy,2138,1894,244,0,0,
20160314.csv,legacy,2138,1903,235,0,0,
20160315.csv,legacy,2138,1915,223,0,0,
20160316.csv,legacy,2138,1887,251,0,0,
20160317.csv,legacy,2138,1901,237,0,0,
20160318.csv,legacy,2138,1895,243,0,0,
20160321.csv,legacy,2142,1891,251,0,0,
20160322.csv,legacy,2150,1887,263,0,0,
20160323.csv,legacy,2150,1902,248,0,0,
20160328.csv,legacy,2150,1883,267,0,0,
20160329.csv,legacy,2150,1875,275,0,0,
20160330.csv,legacy,2150,1861,289,0,0,
20160331.csv,legacy,2154,1855,299,0,0,
20160401.csv,legacy,2110,1932,178,0,0,
20160404.csv,legacy,2110,1921,189,0,0,
20160405.csv,legacy,2112,1904,208,0,0,
20160406.csv,legacy,2116,1913,203,0,0,
20160407.csv,legacy,2116,1911,205,0,0,
20160408.csv,legacy,2120,1924,196,0,0,
20160411.csv,legacy,2120,1899,221,0,0,
20160412.csv,legacy,2120,1919,201,0,0,
20160413.csv,legacy,2120,1909,211,0,0,
20160418.csv,legacy,2132,1924,208,0,0,
20160420.csv,legacy,2136,1919,217,0,0,
20160421.csv,legacy,2136,1922,214,0,0,
20160422.csv,legacy,2136,1914,222,0,0,
20160425.csv,legacy,2136,1898,238,0,0,
20160426.csv,legacy,2136,1891,245,0,0,
20160427.csv,legacy,2144,1909,235,0,0,
20160428.csv,legacy,2148,1887,261,0,0,
20160429.csv,legacy,2106,1900,206,0,0,
20160502.csv,legacy,2106,1907,199,0,0,
20160503.csv,legacy,2108,1891,217,0,0,
20160504.csv,legacy,2110,1919,191,0,0,
20160505.csv,legacy,2112,1922,190,0,0,
20160506.csv,legacy,2112,1914,198,0,0,
20160509.csv,legacy,2112,1912,200,0,0,
20160510.csv,legacy,2112,1923,189,0,0,
20160511.csv,legacy,2114,1922,192,0,0,
20160512.csv,legacy,2114,1913,201,0,0,
20160513.csv,legacy,2114,1901,213,0,0,
20160516.csv,legacy,2114,1912,202,0,0,
20160517.csv,legacy,2114,1894,220,0,0,
20160518.csv,legacy,2114,1877,237,0,0,
20160519.csv,legacy,2114,1902,212,0,0,
20160520.csv,legacy,2114,1895,219,0,0,
20160523.csv,legacy,2114,1882,232,0,0,
20160524.csv,legacy,2114,1877,237,0,0,
20160525.csv,legacy,2114,1863,251,0,0,
20160526.csv,legacy,2116,1843,273,0,0,
20160527.csv,legacy,2084,1890,194,0,0,
20160530.csv,legacy,2098,1917,181,0,0,
20160531.csv,legacy,2102,1900,202,0,0,
20160601.csv,legacy,2102,1917,185,0,0,
20160602.csv,legacy,2102,1906,196,0,0,
20160603.csv,legacy,2102,1912,190,0,0,
20160606.csv,legacy,2102,1907,195,0,0,
20160607.csv,legacy,2102,1900,202,0,0,
20160608.csv,legacy,2112,1919,193,0,0,
20160609.csv,legacy,2112,1909,203,0,0,
20160610.csv,legacy,2112,1896,216,0,0,
20160613.csv,legacy,2112,1909,203,0,0,
20160614.csv,legacy,2112,1917,195,0,0,
20160615.csv,legacy,2112,1896,216,0,0,
20160616.csv,legacy,2112,1887,225,0,0,
20160617.csv,legacy,2112,1905,207,0,0,
20160620.csv,legacy,2112,1901,211,0,0,
20160621.csv,legacy,2112,1909,203,0,0,
20160622.csv,legacy,2112,1873,239,0,0,
20160623.csv,legacy,2112,1853,259,0,0,
20160624.csv,legacy,2112,1872,240,0,0,
20160627.csv,legacy,2112,1862,250,0,0,
20160628.csv,legacy,2112,1854,258,0,0,
20160629.csv,legacy,2112,1849,263,0,0,
20160630.csv,legacy,2112,1827,285,0,0,
20160701.csv,legacy,2022,1839,183,0,0,
20160704.csv,legacy,2028,1837,191,0,0,
20160705.csv,legacy,2034,1854,180,0,0,
20160707.csv,legacy,2034,1855,179,0,0,
20160708.csv,legacy,2034,1849,185,0,0,
20160711.csv,legacy,2034,1842,192,0,0,
20160712.csv,legacy,2050,1859,191,0,0,
20160713.csv,legacy,2054,1867,187,0,0,
20160714.csv,legacy,2054,1849,205,0,0,
20160715.csv,legacy,2066,1853,213,0,0,
20160718.csv,legacy,2066,1850,216,0,0,
20160719.csv,legacy,2066,1858,208,0,0,
20160720.csv,legacy,2066,1847,219,0,0,
20160721.csv,legacy,2066,1849,217,0,0,
20160722.csv,legacy,2066,1838,228,0,0,
20160725.csv,legacy,2066,1811,255,0,0,
20160726.csv,legacy,2076,1820,256,0,0,
20160727.csv,legacy,2076,1836,240,0,0,
20160728.csv,legacy,2076,1805,271,0,0,
20160729.csv,legacy,2046,1859,187,0,0,
20160801.csv,legacy,2046,1850,196,0,0,
20160802.csv,legacy,2046,1852,194,0,0,
20160803.csv,legacy,2048,1858,190,0,0,
20160804.csv,legacy,2050,1853,197,0,0,
20160805.csv,legacy,2050,1850,200,0,0,
20160808.csv,legacy,2054,1850,204,0,0,
20160809.csv,legacy,2054,1855,199,0,0,
20160810.csv,legacy,2054,1828,226,0,0,
20160811.csv,legacy,2054,1858,196,0,0,
20160812.csv,legacy,2054,1851,203,0,0,
20160816.csv,legacy,2054,1841,213,0,0,
20160817.csv,legacy,2054,1845,209,0,0,
20160818.csv,legacy,2054,1845,209,0,0,
20160819.csv,legacy,2054,1843,211,0,0,
20160822.csv,legacy,2054,1828,226,0,0,
20160823.csv,legacy,2054,1815,239,0,0,
20160824.csv,legacy,2054,1804,250,0,0,
20160825.csv,legacy,2054,1783,271,0,0,
20160826.csv,legacy,2028,1832,196,0,0,
20160829.csv,legacy,2030,1835,195,0,0,
20160830.csv,legacy,2030,1830,200,0,0,
20160831.csv,legacy,2040,1829,211,0,0,
20160901.csv,legacy,2052,1858,194,0,0,
20160902.csv,legacy,2052,1860,192,0,0,
20160906.csv,legacy,2052,1829,223,0,0,
20160907.csv,legacy,2076,1866,210,0,0,
20160908.csv,legacy,2076,1868,208,0,0,
20160909.csv,legacy,2084,1860,224,0,0,
20160912.csv,legacy,2084,1868,216,0,0,
20160914.csv,legacy,2084,1875,209,0,0,
20160915.csv,legacy,2084,1880,204,0,0,
20160916.csv,legacy,2084,1853,231,0,0,
20160919.csv,legacy,2084,1878,206,0,0,
20160920.csv,legacy,2084,1868,216,0,0,
20160921.csv,legacy,2084,1862,222,0,0,
20160922.csv,legacy,2084,1852,232,0,0,
20160923.csv,legacy,2084,1845,239,0,0,
20160926.csv,legacy,2084,1830,254,0,0,
20160927.csv,legacy,2084,1823,261,0,0,
20160928.csv,legacy,2084,1820,264,0,0,
20160929.csv,legacy,2084,1790,294,0,0,
20160930.csv,legacy,2044,1855,189,0,0,
20161003.csv,legacy,2044,1859,185,0,0,
20161004.csv,legacy,2050,1868,182,0,0,
20161005.csv,legacy,2052,1869,183,0,0,
20161006.csv,legacy,2052,1874,178,0,0,
20161007.csv,legacy,2052,1868,184,0,0,
20161010.csv,legacy,2052,1877,175,0,0,
20161013.csv,legacy,2052,1847,205,0,0,
20161014.csv,legacy,2054,1859,195,0,0,
20161017.csv,legacy,2054,1848,206,0,0,
20161018.csv,legacy,2060,1841,219,0,0,
20161019.csv,legacy,2060,1852,208,0,0,
20161020.csv,legacy,2060,1854,206,0,0,
20161021.csv,legacy,2060,1850,210,0,0,
20161024.csv,legacy,2060,1840,220,0,0,
20161025.csv,legacy,2060,1832,228,0,0,
20161026.csv,legacy,2060,1825,235,0,0,
20161027.csv,legacy,2060,1807,253,0,0,
20161028.csv,legacy,2042,1846,196,0,0,
20161101.csv,legacy,2044,1868,176,0,0,
20161102.csv,legacy,2044,1854,190,0,0,
20161103.csv,legacy,2048,1859,189,0,0,
20161104.csv,legacy,2048,1844,204,0,0,
20161107.csv,legacy,2056,1861,195,0,0,
20161108.csv,legacy,2056,1858,198,0,0,
20161109.csv,legacy,2056,1855,201,0,0,
20161110.csv,legacy,2056,1861,195,0,0,
20161111.csv,legacy,2056,1856,200,0,0,
20161115.csv,legacy,2072,1846,226,0,0,
20161116.csv,legacy,2100,1888,212,0,0,
20161117.csv,legacy,2100,1884,216,0,0,
20161118.csv,legacy,2100,1874,226,0,0,
20161121.csv,legacy,2106,1857,249,0,0,
20161122.csv,legacy,2124,1864,260,0,0,
20161123.csv,legacy,2124,1856,268,0,0,
20161124.csv,legacy,2124,1840,284,0,0,
20161125.csv,legacy,2084,1859,225,0,0,
20161128.csv,legacy,2090,1884,206,0,0,
20161129.csv,legacy,2092,1886,206,0,0,
20161130.csv,legacy,2092,1871,221,0,0,
20161201.csv,legacy,2094,1896,198,0,0,
20161202.csv,legacy,2094,1882,212,0,0,
20161205.csv,legacy,2094,1887,207,0,0,
20161206.csv,legacy,2094,1883,211,0,0,
20161207.csv,legacy,2094,1881,213,0,0,
20161208.csv,legacy,2094,1874,220,0,0,
20161209.csv,legacy,2096,1880,216,0,0,
20161212.csv,legacy,2096,1889,207,0,0,
20161213.csv,legacy,2096,1881,215,0,0,
20161214.csv,legacy,2096,1886,210,0,0,
20161215.csv,legacy,2096,1859,237,0,0,
20161216.csv,legacy,2096,1885,211,0,0,
20161219.csv,legacy,2096,1865,231,0,0,
20161220.csv,legacy,2096,1858,238,0,0,
20161221.csv,legacy,2096,1872,224,0,0,
20161222.csv,legacy,2096,1848,248,0,0,
20161223.csv,legacy,2096,1840,256,0,0,
20161226.csv,legacy,2096,1822,274,0,0,
20161227.csv,legacy,2100,1819,281,0,0,
20161228.csv,legacy,2100,1811,289,0,0,
20161229.csv,legacy,2100,1795,305,0,0,
20161230.csv,legacy,2006,1816,190,0,0,
20170102.csv,legacy,2010,1817,193,0,0,
20170103.csv,legacy,2010,1813,197,0,0,
20170104.csv,legacy,2010,1825,185,0,0,
20170105.csv,legacy,2010,1808,202,0,0,
20170106.csv,legacy,2014,1820,194,0,0,
20170109.csv,legacy,2014,1832,182,0,0,
20170110.csv,legacy,2014,1825,189,0,0,
20170111.csv,legacy,2016,1810,206,0,0,
20170112.csv,legacy,2024,1816,208,0,0,
20170113.csv,legacy,2024,1831,193,0,0,
20170116.csv,legacy,2024,1829,195,0,0,
20170117.csv,legacy,2024,1824,200,0,0,
20170118.csv,legacy,2024,1818,206,0,0,
20170119.csv,legacy,2024,1815,209,0,0,
20170120.csv,legacy,2028,1791,237,0,0,
20170123.csv,legacy,2028,1791,237,0,0,
20170124.csv,legacy,2028,1783,245,0,0,
20170125.csv,legacy,2032,1757,275,0,0,
20170127.csv,legacy,2010,1808,202,0,0,
20170130.csv,legacy,2016,1822,194,0,0,
20170131.csv,legacy,2016,1810,206,0,0,
20170201.csv,legacy,2018,1813,205,0,0,
20170202.csv,legacy,2024,1813,211,0,0,
20170203.csv,legacy,2030,1825,205,0,0,
20170206.csv,legacy,2030,1817,213,0,0,
20170207.csv,legacy,2036,1839,197,0,0,
20170208.csv,legacy,2036,1830,206,0,0,
20170209.csv,legacy,2036,1827,209,0,0,
20170210.csv,legacy,2036,1831,205,0,0,
20170213.csv,legacy,2036,1823,213,0,0,
20170214.csv,legacy,2036,1828,208,0,0,
20170215.csv,legacy,2036,1817,219,0,0,
20170216.csv,legacy,2036,1818,218,0,0,
20170217.csv,legacy,2036,1802,234,0,0,
20170220.csv,legacy,2036,1794,242,0,0,
20170221.csv,legacy,2050,1798,252,0,0,
20170222.csv,legacy,2050,1791,259,0,0,
20170223.csv,legacy,2056,1784,272,0,0,
20170227.csv,legacy,2014,1825,189,0,0,
20170228.csv,legacy,2016,1819,197,0,0,
20170301.csv,legacy,2016,1812,204,0,0,
20170302.csv,legacy,2016,1806,210,0,0,
20170303.csv,legacy,2016,1811,205,0,0,
20170306.csv,legacy,2016,1804,212,0,0,
20170307.csv,legacy,2020,1827,193,0,0,
20170308.csv,legacy,2020,1810,210,0,0,
20170309.csv,legacy,2020,1814,206,0,0,
20170310.csv,legacy,2020,1818,202,0,0,
20170314.csv,legacy,2020,1803,217,0,0,
20170315.csv,legacy,2056,1835,221,0,0,
20170316.csv,legacy,2056,1819,237,0,0,
20170317.csv,legacy,2084,1859,225,0,0,
20170320.csv,legacy,2084,1848,236,0,0,
20170321.csv,legacy,2084,1846,238,0,0,
20170322.csv,legacy,2084,1828,256,0,0,
20170323.csv,legacy,2084,1827,257,0,0,
20170324.csv,legacy,2084,1826,258,0,0,
20170327.csv,legacy,2084,1801,283,0,0,
20170328.csv,legacy,2084,1797,287,0,0,
20170329.csv,legacy,2084,1794,290,0,0,
20170330.csv,legacy,2084,1781,303,0,0,
20170331.csv,legacy,2034,1828,206,0,0,
20170403.csv,legacy,2034,1826,208,0,0,
20170405.csv,legacy,2044,1835,209,0,0,
20170406.csv,legacy,2066,1865,201,0,0,
20170407.csv,legacy,2066,1859,207,0,0,
20170410.csv,legacy,2066,1859,207,0,0,
20170411.csv,legacy,2066,1868,198,0,0,
20170412.csv,legacy,2066,1863,203,0,0,
20170413.csv,legacy,2066,1871,195,0,0,
20170417.csv,legacy,2066,1865,201,0,0,
20170418.csv,legacy,2068,1865,203,0,0,
20170419.csv,legacy,2068,1860,208,0,0,
20170420.csv,legacy,2068,1863,205,0,0,
20170421.csv,legacy,2068,1844,224,0,0,
20170424.csv,legacy,2068,1816,252,0,0,
20170425.csv,legacy,2068,1820,248,0,0,
20170426.csv,legacy,2072,1833,239,0,0,
20170427.csv,legacy,2100,1835,265,0,0,
20170428.csv,legacy,2068,1891,177,0,0,
20170502.csv,legacy,2070,1907,163,0,0,
20170503.csv,legacy,2070,1897,173,0,0,
20170504.csv,legacy,2070,1900,170,0,0,
20170505.csv,legacy,2070,1873,197,0,0,
20170508.csv,legacy,2070,1888,182,0,0,
20170509.csv,legacy,2070,1897,173,0,0,
20170510.csv,legacy,2070,1875,195,0,0,
20170511.csv,legacy,2074,1883,191,0,0,
20170512.csv,legacy,2074,1883,191,0,0,
20170515.csv,legacy,2074,1876,198,0,0,
20170516.csv,legacy,2080,1863,217,0,0,
20170517.csv,legacy,2106,1901,205,0,0,
20170518.csv,legacy,2112,1887,225,0,0,
20170519.csv,legacy,2112,1891,221,0,0,
20170522.csv,legacy,2112,1878,234,0,0,
20170523.csv,legacy,2112,1873,239,0,0,
20170524.csv,legacy,2112,1871,241,0,0,
20170525.csv,legacy,2112,1831,281,0,0,
20170526.csv,legacy,2086,1885,201,0,0,
20170529.csv,legacy,2114,1891,223,0,0,
20170530.csv,legacy,2114,1911,203,0,0,
20170531.csv,legacy,2114,1905,209,0,0,
20170601.csv,legacy,2114,1923,191,0,0,
20170602.csv,legacy,2114,1903,211,0,0,
20170605.csv,legacy,2142,1945,197,0,0,
20170606.csv,legacy,2146,1934,212,0,0,
20170607.csv,legacy,2146,1937,209,0,0,
20170608.csv,legacy,2146,1948,198,0,0,
20170609.csv,legacy,2146,1939,207,0,0,
20170612.csv,legacy,2146,1941,205,0,0,
20170613.csv,legacy,2146,1942,204,0,0,
20170614.csv,legacy,2146,1949,197,0,0,
20170615.csv,legacy,2146,1934,212,0,0,
20170616.csv,legacy,2146,1937,209,0,0,
20170619.csv,legacy,2146,1914,232,0,0,
20170620.csv,legacy,2146,1928,218,0,0,
20170621.csv,legacy,2146,1916,230,0,0,
20170622.csv,legacy,2146,1898,248,0,0,
20170623.csv,legacy,2146,1901,245,0,0,
20170627.csv,legacy,2146,1871,275,0,0,
20170628.csv,legacy,2146,1874,272,0,0,
20170629.csv,legacy,2146,1853,293,0,0,
20170630.csv,legacy,2062,1880,182,0,0,
20170703.csv,legacy,2062,1879,183,0,0,
20170704.csv,legacy,2066,1878,188,0,0,
20170705.csv,legacy,2066,1885,181,0,0,
20170706.csv,legacy,2068,1884,184,0,0,
20170707.csv,legacy,2070,1887,183,0,0,
20170710.csv,legacy,2070,1891,179,0,0,
20170711.csv,legacy,2098,1902,196,0,0,
20170712.csv,legacy,2102,1895,207,0,0,
20170713.csv,legacy,2102,1889,213,0,0,
20170714.csv,legacy,2134,1904,230,0,0,
20170717.csv,legacy,2134,1918,216,0,0,
20170718.csv,legacy,2134,1898,236,0,0,
20170719.csv,legacy,2134,1911,223,0,0,
20170720.csv,legacy,2134,1916,218,0,0,
20170721.csv,legacy,2134,1908,226,0,0,
20170724.csv,legacy,2134,1875,259,0,0,
20170725.csv,legacy,2162,1906,256,0,0,
20170726.csv,legacy,2162,1887,275,0,0,
20170727.csv,legacy,2166,1858,308,0,0,
20170728.csv,legacy,2138,1936,202,0,0,
20170731.csv,legacy,2138,1925,213,0,0,
20170801.csv,legacy,2170,1962,208,0,0,
20170802.csv,legacy,2170,1966,204,0,0,
20170803.csv,legacy,2170,1955,215,0,0,
20170804.csv,legacy,2170,1967,203,0,0,
20170807.csv,legacy,2170,1954,216,0,0,
20170808.csv,legacy,2170,1953,217,0,0,
20170809.csv,legacy,2170,1951,219,0,0,
20170810.csv,legacy,2174,1956,218,0,0,
20170811.csv,legacy,2178,1945,233,0,0,
20170814.csv,legacy,2182,1952,230,0,0,
20170816.csv,legacy,2182,1962,220,0,0,
20170817.csv,legacy,2182,1949,233,0,0,
20170818.csv,legacy,2182,1953,229,0,0,
20170821.csv,legacy,2182,1954,228,0,0,
20170822.csv,legacy,2182,1946,236,0,0,
20170823.csv,legacy,2182,1934,248,0,0,
20170824.csv,legacy,2182,1945,237,0,0,
20170828.csv,legacy,2182,1929,253,0,0,
20170829.csv,legacy,2182,1922,260,0,0,
20170830.csv,legacy,2182,1913,269,0,0,
20170831.csv,legacy,2182,1887,295,0,0,
20170901.csv,legacy,2158,1952,206,0,0,
20170904.csv,legacy,2160,1951,209,0,0,
